HargaPurata,HargaRendah,HargaTinggi,NamaPusat,NamaVarieti,UnitBarang,dateTime
5.00,5.00,5.00,"Pusat : KUANTAN, PAHANG",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:26.637041
5.75,5.50,6.00,"Pusat : KUANTAN, PAHANG",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:26.722255
5.75,5.50,6.00,"Pusat : KUANTAN, PAHANG",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:26.807008
3.50,3.00,4.00,"Pusat : KUANTAN, PAHANG",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:26.897914
3.50,3.00,4.00,"Pusat : KUANTAN, PAHANG",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-13 23:55:26.983340
3.75,3.50,4.00,"Pusat : KUANTAN, PAHANG",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:27.073943
4.00,4.00,4.00,"Pusat : KUANTAN, PAHANG",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:27.180326
4.00,4.00,4.00,"Pusat : KUANTAN, PAHANG",PISANG MAS,KILOGRAM,2023-02-13 23:55:27.268019
6.00,6.00,6.00,"Pusat : KUANTAN, PAHANG",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:27.349776
7.00,7.00,7.00,"Pusat : KUANTAN, PAHANG",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:27.437076
7.50,7.00,8.00,"Pusat : KUANTAN, PAHANG",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:27.523069
.46,.46,.46,"Pusat : KUANTAN, PAHANG",TELUR AYAM,BIJI,2023-02-13 23:55:27.605950
.45,.45,.45,"Pusat : KUANTAN, PAHANG",TELUR AYAM,BIJI,2023-02-13 23:55:27.688827
.44,.44,.44,"Pusat : KUANTAN, PAHANG",TELUR AYAM,BIJI,2023-02-13 23:55:27.770191
2.00,2.00,2.00,"Pusat : KUANTAN, PAHANG",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:27.851404
8.50,8.00,9.00,"Pusat : KUANTAN, PAHANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:27.931989
4.25,4.00,4.50,"Pusat : KUANTAN, PAHANG",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:28.012048
5.25,5.00,5.50,"Pusat : KUANTAN, PAHANG",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:28.093809
3.25,3.00,3.50,"Pusat : KUANTAN, PAHANG",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:28.176893
7.75,7.50,8.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:28.262900
2.50,2.50,2.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:28.348852
5.00,5.00,5.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:28.435952
5.75,5.50,6.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-13 23:55:28.520878
4.00,4.00,4.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BAYAM,KILOGRAM,2023-02-13 23:55:28.605047
1.40,1.30,1.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:28.696789
7.00,7.00,7.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",CILI HIJAU,KILOGRAM,2023-02-13 23:55:28.789177
13.00,13.00,13.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:28.872994
15.00,15.00,15.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:28.953193
8.00,8.00,8.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:29.038698
5.00,5.00,5.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:29.126652
8.50,8.50,8.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KACANG BENDI,KILOGRAM,2023-02-13 23:55:29.214296
8.50,8.50,8.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:29.298839
7.00,7.00,7.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:29.386701
3.50,3.50,3.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KANGKUNG,KILOGRAM,2023-02-13 23:55:29.474858
1.60,1.60,1.60,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:29.560017
1.40,1.40,1.40,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:29.642947
6.00,6.00,6.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:29.726391
3.50,3.50,3.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:29.814313
2.50,2.50,2.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:29.907021
2.30,2.30,2.30,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-13 23:55:30.009650
3.00,3.00,3.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:30.095234
4.00,4.00,4.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:30.175006
4.00,4.00,4.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",PISANG MAS,KILOGRAM,2023-02-13 23:55:30.258770
9.00,9.00,9.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:30.340948
4.50,4.50,4.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:30.425891
.41,.41,.41,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,BIJI,2023-02-13 23:55:30.508080
.40,.40,.40,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,BIJI,2023-02-13 23:55:30.595959
.39,.39,.39,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,BIJI,2023-02-13 23:55:30.680681
2.35,2.20,2.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:30.761845
7.00,7.00,7.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:30.844295
3.50,3.50,3.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:30.931585
5.00,5.00,5.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:31.017186
3.00,3.00,3.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:31.099158
4.40,4.40,4.40,"Pusat : KINTA, PERAK",AYAM HIDUP,KILOGRAM,2023-02-13 23:55:31.187299
7.00,7.00,7.00,"Pusat : KINTA, PERAK",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:31.273430
2.75,2.50,3.00,"Pusat : KINTA, PERAK",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:31.354916
5.50,5.00,6.00,"Pusat : KINTA, PERAK",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:31.436111
9.25,8.50,10.00,"Pusat : KINTA, PERAK",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-13 23:55:31.520153
5.25,4.50,6.00,"Pusat : KINTA, PERAK",BAYAM,KILOGRAM,2023-02-13 23:55:31.602331
3.75,3.50,4.00,"Pusat : KINTA, PERAK",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:31.709810
.90,.80,1.00,"Pusat : KINTA, PERAK",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:31.799097
9.00,8.00,10.00,"Pusat : KINTA, PERAK",CILI HIJAU,KILOGRAM,2023-02-13 23:55:31.888195
12.00,12.00,12.00,"Pusat : KINTA, PERAK",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:31.972663
17.50,15.00,20.00,"Pusat : KINTA, PERAK",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:32.056039
9.50,9.00,10.00,"Pusat : KINTA, PERAK",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:32.138616
4.75,4.50,5.00,"Pusat : KINTA, PERAK",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:32.221098
7.00,6.00,8.00,"Pusat : KINTA, PERAK",KACANG BENDI,KILOGRAM,2023-02-13 23:55:32.302016
8.50,7.00,10.00,"Pusat : KINTA, PERAK",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:32.382857
7.00,7.00,7.00,"Pusat : KINTA, PERAK",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:32.466034
3.00,2.50,3.50,"Pusat : KINTA, PERAK",KANGKUNG,KILOGRAM,2023-02-13 23:55:32.552750
6.00,6.00,6.00,"Pusat : KINTA, PERAK",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:32.644073
4.25,3.50,5.00,"Pusat : KINTA, PERAK",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:32.728023
3.25,2.50,4.00,"Pusat : KINTA, PERAK",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:32.807946
4.25,4.00,4.50,"Pusat : KINTA, PERAK",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:32.919551
3.90,3.80,4.00,"Pusat : KINTA, PERAK",PISANG MAS,KILOGRAM,2023-02-13 23:55:33.009233
6.50,6.00,7.00,"Pusat : KINTA, PERAK",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:33.095691
4.50,4.00,5.00,"Pusat : KINTA, PERAK",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:33.179125
.40,.40,.40,"Pusat : KINTA, PERAK",TELUR AYAM,BIJI,2023-02-13 23:55:33.261228
.41,.41,.41,"Pusat : KINTA, PERAK",TELUR AYAM,BIJI,2023-02-13 23:55:33.344868
.42,.42,.42,"Pusat : KINTA, PERAK",TELUR AYAM,BIJI,2023-02-13 23:55:33.430791
1.90,1.80,2.00,"Pusat : KINTA, PERAK",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:33.512878
6.00,6.00,6.00,"Pusat : KINTA, PERAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:33.593864
3.50,3.00,4.00,"Pusat : KINTA, PERAK",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:33.677007
4.75,4.50,5.00,"Pusat : KINTA, PERAK",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:33.760796
2.75,2.50,3.00,"Pusat : KINTA, PERAK",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:33.850807
7.00,7.00,7.00,"Pusat : PERLIS, PERLIS",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:33.936962
3.00,3.00,3.00,"Pusat : PERLIS, PERLIS",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:34.019327
5.00,5.00,5.00,"Pusat : PERLIS, PERLIS",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:34.100895
5.25,5.00,5.50,"Pusat : PERLIS, PERLIS",BAYAM,KILOGRAM,2023-02-13 23:55:34.182891
4.75,4.50,5.00,"Pusat : PERLIS, PERLIS",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:34.265081
.70,.70,.70,"Pusat : PERLIS, PERLIS",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:34.350548
.70,.70,.70,"Pusat : PERLIS, PERLIS",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:34.434466
13.50,12.00,15.00,"Pusat : PERLIS, PERLIS",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:34.519148
15.00,15.00,15.00,"Pusat : PERLIS, PERLIS",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:34.617965
11.00,10.00,12.00,"Pusat : PERLIS, PERLIS",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:34.701988
7.50,7.00,8.00,"Pusat : PERLIS, PERLIS",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:34.788836
8.50,8.00,9.00,"Pusat : PERLIS, PERLIS",KACANG BENDI,KILOGRAM,2023-02-13 23:55:34.888280
9.50,9.00,10.00,"Pusat : PERLIS, PERLIS",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:34.966869
6.25,5.50,7.00,"Pusat : PERLIS, PERLIS",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:35.043826
4.25,4.00,4.50,"Pusat : PERLIS, PERLIS",KANGKUNG,KILOGRAM,2023-02-13 23:55:35.129180
1.85,1.70,2.00,"Pusat : PERLIS, PERLIS",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:35.213143
6.00,6.00,6.00,"Pusat : PERLIS, PERLIS",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:35.295918
4.25,4.00,4.50,"Pusat : PERLIS, PERLIS",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:35.382993
4.50,4.00,5.00,"Pusat : PERLIS, PERLIS",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:35.468237
3.00,3.00,3.00,"Pusat : PERLIS, PERLIS",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-13 23:55:35.569112
4.25,3.50,5.00,"Pusat : PERLIS, PERLIS",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:35.659905
4.00,4.00,4.00,"Pusat : PERLIS, PERLIS",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:35.760827
4.00,4.00,4.00,"Pusat : PERLIS, PERLIS",PISANG MAS,KILOGRAM,2023-02-13 23:55:35.853573
9.00,9.00,9.00,"Pusat : PERLIS, PERLIS",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:35.930835
4.00,4.00,4.00,"Pusat : PERLIS, PERLIS",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:36.011112
.42,.42,.42,"Pusat : PERLIS, PERLIS",TELUR AYAM,BIJI,2023-02-13 23:55:36.098809
.43,.43,.43,"Pusat : PERLIS, PERLIS",TELUR AYAM,BIJI,2023-02-13 23:55:36.193907
.45,.45,.45,"Pusat : PERLIS, PERLIS",TELUR AYAM,BIJI,2023-02-13 23:55:36.289812
2.50,2.50,2.50,"Pusat : PERLIS, PERLIS",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:36.370938
4.75,4.50,5.00,"Pusat : PERLIS, PERLIS",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:36.454098
6.00,6.00,6.00,"Pusat : PERLIS, PERLIS",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:36.541989
3.00,3.00,3.00,"Pusat : PERLIS, PERLIS",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:36.625873
2.00,2.00,2.00,"Pusat : KLANG, SELANGOR",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:36.715060
6.65,6.50,6.80,"Pusat : PETALING, SELANGOR",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:36.800962
3.50,3.50,3.50,"Pusat : PETALING, SELANGOR",BAWANG BESAR KUNING / HOLLAND,KILOGRAM,2023-02-13 23:55:36.894859
3.00,3.00,3.00,"Pusat : PETALING, SELANGOR",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:36.978893
6.00,6.00,6.00,"Pusat : PETALING, SELANGOR",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:37.064818
10.50,10.00,11.00,"Pusat : PETALING, SELANGOR",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-13 23:55:37.151950
7.00,7.00,7.00,"Pusat : PETALING, SELANGOR",BAYAM,KILOGRAM,2023-02-13 23:55:37.238145
5.00,5.00,5.00,"Pusat : PETALING, SELANGOR",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:37.321921
3.00,3.00,3.00,"Pusat : PETALING, SELANGOR",BETIK SEKAKI,KILOGRAM,2023-02-13 23:55:37.405927
1.75,1.50,2.00,"Pusat : PETALING, SELANGOR",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:37.491006
14.50,14.00,15.00,"Pusat : PETALING, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:37.590998
11.50,11.00,12.00,"Pusat : PETALING, SELANGOR",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:37.679476
15.25,15.00,15.50,"Pusat : PETALING, SELANGOR",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:37.760642
20.00,20.00,20.00,"Pusat : PETALING, SELANGOR",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:37.849721
16.00,16.00,16.00,"Pusat : PETALING, SELANGOR",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:37.937119
10.00,10.00,10.00,"Pusat : PETALING, SELANGOR",KACANG BENDI,KILOGRAM,2023-02-13 23:55:38.027044
13.00,13.00,13.00,"Pusat : PETALING, SELANGOR",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:38.113466
9.50,9.00,10.00,"Pusat : PETALING, SELANGOR",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:38.198005
6.00,6.00,6.00,"Pusat : PETALING, SELANGOR",KANGKUNG,KILOGRAM,2023-02-13 23:55:38.282849
2.00,2.00,2.00,"Pusat : PETALING, SELANGOR",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:38.369800
7.00,7.00,7.00,"Pusat : PETALING, SELANGOR",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:38.453895
5.00,5.00,5.00,"Pusat : PETALING, SELANGOR",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:38.539019
3.00,3.00,3.00,"Pusat : PETALING, SELANGOR",KUBIS BULAT (CHINA),KILOGRAM,2023-02-13 23:55:38.622903
3.50,3.50,3.50,"Pusat : PETALING, SELANGOR",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:38.726974
4.40,4.30,4.50,"Pusat : PETALING, SELANGOR",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:38.816021
4.40,4.30,4.50,"Pusat : PETALING, SELANGOR",PISANG MAS,KILOGRAM,2023-02-13 23:55:38.904866
7.00,7.00,7.00,"Pusat : PETALING, SELANGOR",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:38.982725
6.50,6.00,7.00,"Pusat : PETALING, SELANGOR",SAWI HIJAU,KILOGRAM,2023-02-13 23:55:39.061962
.45,.45,.45,"Pusat : PETALING, SELANGOR",TELUR AYAM,BIJI,2023-02-13 23:55:39.146789
.44,.44,.44,"Pusat : PETALING, SELANGOR",TELUR AYAM,BIJI,2023-02-13 23:55:39.234740
.43,.43,.43,"Pusat : PETALING, SELANGOR",TELUR AYAM,BIJI,2023-02-13 23:55:39.316207
2.70,2.60,2.80,"Pusat : PETALING, SELANGOR",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:39.398945
9.50,9.00,10.00,"Pusat : PETALING, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:39.511274
5.25,5.00,5.50,"Pusat : PETALING, SELANGOR",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:39.591242
5.00,5.00,5.00,"Pusat : PETALING, SELANGOR",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:39.669081
3.25,3.00,3.50,"Pusat : PETALING, SELANGOR",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:39.747068
6.25,6.00,6.50,"Pusat : KUALA TERENGGANU, TERENGGANU",AYAM PROSES STANDARD,KILOGRAM,2023-02-13 23:55:39.831853
2.75,2.50,3.00,"Pusat : KUALA TERENGGANU, TERENGGANU",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:39.923142
2.75,2.50,3.00,"Pusat : KUALA TERENGGANU, TERENGGANU",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:40.014534
1.50,1.00,2.00,"Pusat : KUALA TERENGGANU, TERENGGANU",BUNGA KANTAN,TANGKAI,2023-02-13 23:55:40.099737
17.50,17.00,18.00,"Pusat : KUALA TERENGGANU, TERENGGANU",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:40.183897
14.50,14.00,15.00,"Pusat : KUALA TERENGGANU, TERENGGANU",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:40.267921
13.50,13.00,14.00,"Pusat : KUALA TERENGGANU, TERENGGANU",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-13 23:55:40.354935
11.50,11.00,12.00,"Pusat : KUALA TERENGGANU, TERENGGANU",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:40.439127
10.00,10.00,10.00,"Pusat : KUALA TERENGGANU, TERENGGANU",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:40.523971
9.00,8.00,10.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KACANG BENDI,KILOGRAM,2023-02-13 23:55:40.607732
9.00,8.00,10.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:40.695011
7.50,7.00,8.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:40.785049
6.50,6.00,7.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KANGKUNG,KILOGRAM,2023-02-13 23:55:40.904992
1.75,1.50,2.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:40.991097
6.50,6.00,7.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:41.080896
6.50,6.00,7.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:41.163280
3.25,3.00,3.50,"Pusat : KUALA TERENGGANU, TERENGGANU",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:41.250346
4.50,4.00,5.00,"Pusat : KUALA TERENGGANU, TERENGGANU",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:41.334767
8.50,8.00,9.00,"Pusat : KUALA TERENGGANU, TERENGGANU",SANTAN BIASA,KILOGRAM,2023-02-13 23:55:41.418154
.49,.48,.50,"Pusat : KUALA TERENGGANU, TERENGGANU",TELUR AYAM,BIJI,2023-02-13 23:55:41.500069
.48,.47,.49,"Pusat : KUALA TERENGGANU, TERENGGANU",TELUR AYAM,BIJI,2023-02-13 23:55:41.583997
.47,.46,.48,"Pusat : KUALA TERENGGANU, TERENGGANU",TELUR AYAM,BIJI,2023-02-13 23:55:41.670957
2.25,2.00,2.50,"Pusat : KUALA TERENGGANU, TERENGGANU",TEMBIKAI MERAH,KILOGRAM,2023-02-13 23:55:41.761065
5.50,5.00,6.00,"Pusat : KUALA TERENGGANU, TERENGGANU",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-13 23:55:41.846958
4.25,4.00,4.50,"Pusat : KUALA TERENGGANU, TERENGGANU",TIMUN HIJAU,KILOGRAM,2023-02-13 23:55:41.932336
5.75,5.50,6.00,"Pusat : KUALA TERENGGANU, TERENGGANU",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:42.017165
2.75,2.50,3.00,"Pusat : KUALA TERENGGANU, TERENGGANU",UBI KENTANG HOLLAND,KILOGRAM,2023-02-13 23:55:42.099106
6.00,6.00,6.00,"Pusat : KOTA KINABALU, SABAH",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-13 23:55:42.186290
6.50,6.00,7.00,"Pusat : KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-13 23:55:42.271855
5.00,5.00,5.00,"Pusat : KOTA KINABALU, SABAH",BAYAM,KILOGRAM,2023-02-13 23:55:42.346488
3.90,3.80,4.00,"Pusat : KOTA KINABALU, SABAH",BELIMBING (B10),KILOGRAM,2023-02-13 23:55:42.425244
9.50,9.00,10.00,"Pusat : KOTA KINABALU, SABAH",CILI HIJAU,KILOGRAM,2023-02-13 23:55:42.502539
14.00,14.00,14.00,"Pusat : KOTA KINABALU, SABAH",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-13 23:55:42.600286
12.00,12.00,12.00,"Pusat : KOTA KINABALU, SABAH",CILI MERAH MINYAK,KILOGRAM,2023-02-13 23:55:42.684838
10.00,10.00,10.00,"Pusat : KOTA KINABALU, SABAH",DAUN BAWANG,KILOGRAM,2023-02-13 23:55:42.769920
10.00,10.00,10.00,"Pusat : KOTA KINABALU, SABAH",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:42.859784
5.75,5.50,6.00,"Pusat : KOTA KINABALU, SABAH",KACANG BENDI,KILOGRAM,2023-02-13 23:55:42.946072
5.65,5.50,5.80,"Pusat : KOTA KINABALU, SABAH",KACANG BUNCIS,KILOGRAM,2023-02-13 23:55:43.028487
4.65,4.50,4.80,"Pusat : KOTA KINABALU, SABAH",KACANG PANJANG HIJAU,KILOGRAM,2023-02-13 23:55:43.111947
5.00,5.00,5.00,"Pusat : KOTA KINABALU, SABAH",KANGKUNG,KILOGRAM,2023-02-13 23:55:43.199869
1.50,1.50,1.50,"Pusat : KOTA KINABALU, SABAH",KELAPA DIKUPAS,BIJI,2023-02-13 23:55:43.283801
3.75,3.50,4.00,"Pusat : KOTA KINABALU, SABAH",KELAPA PARUT,KILOGRAM,2023-02-13 23:55:43.371137
4.25,4.00,4.50,"Pusat : KOTA KINABALU, SABAH",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-13 23:55:43.463745
3.50,3.50,3.50,"Pusat : KOTA KINABALU, SABAH",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-13 23:55:43.552003
3.40,3.00,3.80,"Pusat : KOTA KINABALU, SABAH",PISANG BERANGAN,KILOGRAM,2023-02-13 23:55:43.640046
