HargaPurata,HargaRendah,HargaTinggi,NamaPusat,NamaVarieti,UnitBarang,dateTime
5.00,5.00,5.00,"Pusat : KUANTAN, PAHANG",KELAPA PARUT,KILOGRAM,2023-02-04 11:09:31.641167
5.75,5.50,6.00,"Pusat : KUANTAN, PAHANG",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:31.645157
5.75,5.50,6.00,"Pusat : KUANTAN, PAHANG",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:31.648149
3.50,3.00,4.00,"Pusat : KUANTAN, PAHANG",KUBIS BULAT (CHINA),KILOGRAM,2023-02-04 11:09:31.651140
3.50,3.00,4.00,"Pusat : KUANTAN, PAHANG",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-04 11:09:31.654133
3.75,3.50,4.00,"Pusat : KUANTAN, PAHANG",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:31.657123
4.00,4.00,4.00,"Pusat : KUANTAN, PAHANG",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:31.660116
4.00,4.00,4.00,"Pusat : KUANTAN, PAHANG",PISANG MAS,KILOGRAM,2023-02-04 11:09:31.664106
6.00,6.00,6.00,"Pusat : KUANTAN, PAHANG",SANTAN BIASA,KILOGRAM,2023-02-04 11:09:31.667097
7.00,7.00,7.00,"Pusat : KUANTAN, PAHANG",SAWI HIJAU,KILOGRAM,2023-02-04 11:09:31.669093
7.50,7.00,8.00,"Pusat : KUANTAN, PAHANG",SAWI HIJAU,KILOGRAM,2023-02-04 11:09:31.672171
.46,.46,.46,"Pusat : KUANTAN, PAHANG",TELUR AYAM,BIJI,2023-02-04 11:09:31.675077
.45,.45,.45,"Pusat : KUANTAN, PAHANG",TELUR AYAM,BIJI,2023-02-04 11:09:31.678069
.44,.44,.44,"Pusat : KUANTAN, PAHANG",TELUR AYAM,BIJI,2023-02-04 11:09:31.681060
2.00,2.00,2.00,"Pusat : KUANTAN, PAHANG",TEMBIKAI MERAH,KILOGRAM,2023-02-04 11:09:31.684052
8.50,8.00,9.00,"Pusat : KUANTAN, PAHANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 11:09:31.687044
4.25,4.00,4.50,"Pusat : KUANTAN, PAHANG",TIMUN HIJAU,KILOGRAM,2023-02-04 11:09:31.690036
5.25,5.00,5.50,"Pusat : KUANTAN, PAHANG",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:31.693028
3.25,3.00,3.50,"Pusat : KUANTAN, PAHANG",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 11:09:31.697049
7.75,7.50,8.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 11:09:31.701006
2.50,2.50,2.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 11:09:31.703999
5.00,5.00,5.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 11:09:31.706991
5.75,5.50,6.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-04 11:09:31.709983
4.00,4.00,4.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BAYAM,KILOGRAM,2023-02-04 11:09:31.712977
1.40,1.30,1.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",BUNGA KANTAN,TANGKAI,2023-02-04 11:09:31.715966
7.00,7.00,7.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",CILI HIJAU,KILOGRAM,2023-02-04 11:09:31.718959
13.00,13.00,13.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 11:09:31.721952
15.00,15.00,15.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-04 11:09:31.723945
8.00,8.00,8.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",DAUN BAWANG,KILOGRAM,2023-02-04 11:09:31.727935
5.00,5.00,5.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:31.730927
8.50,8.50,8.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KACANG BENDI,KILOGRAM,2023-02-04 11:09:31.733919
8.50,8.50,8.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KACANG BUNCIS,KILOGRAM,2023-02-04 11:09:31.736912
7.00,7.00,7.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 11:09:31.739902
3.50,3.50,3.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KANGKUNG,KILOGRAM,2023-02-04 11:09:31.741897
1.60,1.60,1.60,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA DIKUPAS,BIJI,2023-02-04 11:09:31.745890
1.40,1.40,1.40,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA DIKUPAS,BIJI,2023-02-04 11:09:31.748924
6.00,6.00,6.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KELAPA PARUT,KILOGRAM,2023-02-04 11:09:31.751871
3.50,3.50,3.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:31.754863
2.50,2.50,2.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (CHINA),KILOGRAM,2023-02-04 11:09:31.757855
2.30,2.30,2.30,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-04 11:09:31.761844
3.00,3.00,3.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:31.764836
4.00,4.00,4.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:31.767828
4.00,4.00,4.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",PISANG MAS,KILOGRAM,2023-02-04 11:09:31.770821
9.00,9.00,9.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",SANTAN BIASA,KILOGRAM,2023-02-04 11:09:31.774809
4.50,4.50,4.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",SAWI HIJAU,KILOGRAM,2023-02-04 11:09:31.777804
.41,.41,.41,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,BIJI,2023-02-04 11:09:31.781791
.40,.40,.40,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,BIJI,2023-02-04 11:09:31.784783
.39,.39,.39,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TELUR AYAM,BIJI,2023-02-04 11:09:31.787775
2.35,2.20,2.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TEMBIKAI MERAH,KILOGRAM,2023-02-04 11:09:31.790766
7.00,7.00,7.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 11:09:31.794757
3.50,3.50,3.50,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TIMUN HIJAU,KILOGRAM,2023-02-04 11:09:31.797748
5.00,5.00,5.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:31.800740
3.00,3.00,3.00,"Pusat : SEBERANG PERAI TENGAH, PULAU PINANG",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 11:09:31.803731
4.40,4.40,4.40,"Pusat : KINTA, PERAK",AYAM HIDUP,KILOGRAM,2023-02-04 11:09:31.807721
7.00,7.00,7.00,"Pusat : KINTA, PERAK",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 11:09:31.811713
2.75,2.50,3.00,"Pusat : KINTA, PERAK",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 11:09:31.815700
5.50,5.00,6.00,"Pusat : KINTA, PERAK",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 11:09:31.818692
9.25,8.50,10.00,"Pusat : KINTA, PERAK",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-04 11:09:31.820689
5.25,4.50,6.00,"Pusat : KINTA, PERAK",BAYAM,KILOGRAM,2023-02-04 11:09:31.823678
3.75,3.50,4.00,"Pusat : KINTA, PERAK",BELIMBING (B10),KILOGRAM,2023-02-04 11:09:31.827672
.90,.80,1.00,"Pusat : KINTA, PERAK",BUNGA KANTAN,TANGKAI,2023-02-04 11:09:31.831658
9.00,8.00,10.00,"Pusat : KINTA, PERAK",CILI HIJAU,KILOGRAM,2023-02-04 11:09:31.834689
12.00,12.00,12.00,"Pusat : KINTA, PERAK",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 11:09:31.873545
17.50,15.00,20.00,"Pusat : KINTA, PERAK",CILI MERAH MINYAK,KILOGRAM,2023-02-04 11:09:31.897481
9.50,9.00,10.00,"Pusat : KINTA, PERAK",DAUN BAWANG,KILOGRAM,2023-02-04 11:09:31.908451
4.75,4.50,5.00,"Pusat : KINTA, PERAK",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:31.922418
7.00,6.00,8.00,"Pusat : KINTA, PERAK",KACANG BENDI,KILOGRAM,2023-02-04 11:09:31.928399
8.50,7.00,10.00,"Pusat : KINTA, PERAK",KACANG BUNCIS,KILOGRAM,2023-02-04 11:09:31.932388
7.00,7.00,7.00,"Pusat : KINTA, PERAK",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 11:09:31.937384
3.00,2.50,3.50,"Pusat : KINTA, PERAK",KANGKUNG,KILOGRAM,2023-02-04 11:09:31.942361
6.00,6.00,6.00,"Pusat : KINTA, PERAK",KELAPA PARUT,KILOGRAM,2023-02-04 11:09:31.946870
4.25,3.50,5.00,"Pusat : KINTA, PERAK",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:31.950045
3.25,2.50,4.00,"Pusat : KINTA, PERAK",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:31.953850
4.25,4.00,4.50,"Pusat : KINTA, PERAK",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:31.956841
3.90,3.80,4.00,"Pusat : KINTA, PERAK",PISANG MAS,KILOGRAM,2023-02-04 11:09:31.960836
6.50,6.00,7.00,"Pusat : KINTA, PERAK",SANTAN BIASA,KILOGRAM,2023-02-04 11:09:31.964821
4.50,4.00,5.00,"Pusat : KINTA, PERAK",SAWI HIJAU,KILOGRAM,2023-02-04 11:09:31.968810
.40,.40,.40,"Pusat : KINTA, PERAK",TELUR AYAM,BIJI,2023-02-04 11:09:31.971802
.41,.41,.41,"Pusat : KINTA, PERAK",TELUR AYAM,BIJI,2023-02-04 11:09:31.974794
.42,.42,.42,"Pusat : KINTA, PERAK",TELUR AYAM,BIJI,2023-02-04 11:09:31.977787
1.90,1.80,2.00,"Pusat : KINTA, PERAK",TEMBIKAI MERAH,KILOGRAM,2023-02-04 11:09:31.980778
6.00,6.00,6.00,"Pusat : KINTA, PERAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 11:09:31.983771
3.50,3.00,4.00,"Pusat : KINTA, PERAK",TIMUN HIJAU,KILOGRAM,2023-02-04 11:09:31.986762
4.75,4.50,5.00,"Pusat : KINTA, PERAK",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:31.989754
2.75,2.50,3.00,"Pusat : KINTA, PERAK",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 11:09:31.992746
7.00,7.00,7.00,"Pusat : PERLIS, PERLIS",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 11:09:31.996736
3.00,3.00,3.00,"Pusat : PERLIS, PERLIS",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 11:09:31.999727
5.00,5.00,5.00,"Pusat : PERLIS, PERLIS",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 11:09:32.002720
5.25,5.00,5.50,"Pusat : PERLIS, PERLIS",BAYAM,KILOGRAM,2023-02-04 11:09:32.005711
4.75,4.50,5.00,"Pusat : PERLIS, PERLIS",BELIMBING (B10),KILOGRAM,2023-02-04 11:09:32.007707
.70,.70,.70,"Pusat : PERLIS, PERLIS",BUNGA KANTAN,TANGKAI,2023-02-04 11:09:32.010703
.70,.70,.70,"Pusat : PERLIS, PERLIS",BUNGA KANTAN,TANGKAI,2023-02-04 11:09:32.014710
13.50,12.00,15.00,"Pusat : PERLIS, PERLIS",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 11:09:32.017680
15.00,15.00,15.00,"Pusat : PERLIS, PERLIS",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-04 11:09:32.019674
11.00,10.00,12.00,"Pusat : PERLIS, PERLIS",DAUN BAWANG,KILOGRAM,2023-02-04 11:09:32.022667
7.50,7.00,8.00,"Pusat : PERLIS, PERLIS",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.025658
8.50,8.00,9.00,"Pusat : PERLIS, PERLIS",KACANG BENDI,KILOGRAM,2023-02-04 11:09:32.029648
9.50,9.00,10.00,"Pusat : PERLIS, PERLIS",KACANG BUNCIS,KILOGRAM,2023-02-04 11:09:32.032640
6.25,5.50,7.00,"Pusat : PERLIS, PERLIS",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 11:09:32.035631
4.25,4.00,4.50,"Pusat : PERLIS, PERLIS",KANGKUNG,KILOGRAM,2023-02-04 11:09:32.038624
1.85,1.70,2.00,"Pusat : PERLIS, PERLIS",KELAPA DIKUPAS,BIJI,2023-02-04 11:09:32.040618
6.00,6.00,6.00,"Pusat : PERLIS, PERLIS",KELAPA PARUT,KILOGRAM,2023-02-04 11:09:32.043611
4.25,4.00,4.50,"Pusat : PERLIS, PERLIS",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:32.046603
4.50,4.00,5.00,"Pusat : PERLIS, PERLIS",KUBIS BULAT (CHINA),KILOGRAM,2023-02-04 11:09:32.049594
3.00,3.00,3.00,"Pusat : PERLIS, PERLIS",KUBIS BULAT (INDONESIA),KILOGRAM,2023-02-04 11:09:32.052586
4.25,3.50,5.00,"Pusat : PERLIS, PERLIS",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.054585
4.00,4.00,4.00,"Pusat : PERLIS, PERLIS",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:32.057572
4.00,4.00,4.00,"Pusat : PERLIS, PERLIS",PISANG MAS,KILOGRAM,2023-02-04 11:09:32.059568
9.00,9.00,9.00,"Pusat : PERLIS, PERLIS",SANTAN BIASA,KILOGRAM,2023-02-04 11:09:32.063559
4.00,4.00,4.00,"Pusat : PERLIS, PERLIS",SAWI HIJAU,KILOGRAM,2023-02-04 11:09:32.065551
.42,.42,.42,"Pusat : PERLIS, PERLIS",TELUR AYAM,BIJI,2023-02-04 11:09:32.068570
.43,.43,.43,"Pusat : PERLIS, PERLIS",TELUR AYAM,BIJI,2023-02-04 11:09:32.070538
.45,.45,.45,"Pusat : PERLIS, PERLIS",TELUR AYAM,BIJI,2023-02-04 11:09:32.073531
2.50,2.50,2.50,"Pusat : PERLIS, PERLIS",TEMBIKAI MERAH,KILOGRAM,2023-02-04 11:09:32.075525
4.75,4.50,5.00,"Pusat : PERLIS, PERLIS",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 11:09:32.079516
6.00,6.00,6.00,"Pusat : PERLIS, PERLIS",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.082506
3.00,3.00,3.00,"Pusat : PERLIS, PERLIS",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 11:09:32.085498
2.00,2.00,2.00,"Pusat : KLANG, SELANGOR",KELAPA DIKUPAS,BIJI,2023-02-04 11:09:32.087494
6.65,6.50,6.80,"Pusat : PETALING, SELANGOR",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 11:09:32.091484
3.50,3.50,3.50,"Pusat : PETALING, SELANGOR",BAWANG BESAR KUNING / HOLLAND,KILOGRAM,2023-02-04 11:09:32.094477
3.00,3.00,3.00,"Pusat : PETALING, SELANGOR",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 11:09:32.097466
6.00,6.00,6.00,"Pusat : PETALING, SELANGOR",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 11:09:32.100458
10.50,10.00,11.00,"Pusat : PETALING, SELANGOR",BAWANG MERAH / KECIL (THAI),KILOGRAM,2023-02-04 11:09:32.103450
7.00,7.00,7.00,"Pusat : PETALING, SELANGOR",BAYAM,KILOGRAM,2023-02-04 11:09:32.106442
5.00,5.00,5.00,"Pusat : PETALING, SELANGOR",BELIMBING (B10),KILOGRAM,2023-02-04 11:09:32.108436
3.00,3.00,3.00,"Pusat : PETALING, SELANGOR",BETIK SEKAKI,KILOGRAM,2023-02-04 11:09:32.112429
1.75,1.50,2.00,"Pusat : PETALING, SELANGOR",BUNGA KANTAN,TANGKAI,2023-02-04 11:09:32.115418
14.50,14.00,15.00,"Pusat : PETALING, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 11:09:32.117412
11.50,11.00,12.00,"Pusat : PETALING, SELANGOR",CILI MERAH MINYAK,KILOGRAM,2023-02-04 11:09:32.120418
15.25,15.00,15.50,"Pusat : PETALING, SELANGOR",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-04 11:09:32.123398
20.00,20.00,20.00,"Pusat : PETALING, SELANGOR",DAUN BAWANG,KILOGRAM,2023-02-04 11:09:32.125483
16.00,16.00,16.00,"Pusat : PETALING, SELANGOR",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.129389
10.00,10.00,10.00,"Pusat : PETALING, SELANGOR",KACANG BENDI,KILOGRAM,2023-02-04 11:09:32.132373
13.00,13.00,13.00,"Pusat : PETALING, SELANGOR",KACANG BUNCIS,KILOGRAM,2023-02-04 11:09:32.135367
9.50,9.00,10.00,"Pusat : PETALING, SELANGOR",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 11:09:32.138358
6.00,6.00,6.00,"Pusat : PETALING, SELANGOR",KANGKUNG,KILOGRAM,2023-02-04 11:09:32.140351
2.00,2.00,2.00,"Pusat : PETALING, SELANGOR",KELAPA DIKUPAS,BIJI,2023-02-04 11:09:32.150856
7.00,7.00,7.00,"Pusat : PETALING, SELANGOR",KELAPA PARUT,KILOGRAM,2023-02-04 11:09:32.162824
5.00,5.00,5.00,"Pusat : PETALING, SELANGOR",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:32.182772
3.00,3.00,3.00,"Pusat : PETALING, SELANGOR",KUBIS BULAT (CHINA),KILOGRAM,2023-02-04 11:09:32.191746
3.50,3.50,3.50,"Pusat : PETALING, SELANGOR",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.197734
4.40,4.30,4.50,"Pusat : PETALING, SELANGOR",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:32.200724
4.40,4.30,4.50,"Pusat : PETALING, SELANGOR",PISANG MAS,KILOGRAM,2023-02-04 11:09:32.204713
7.00,7.00,7.00,"Pusat : PETALING, SELANGOR",SANTAN BIASA,KILOGRAM,2023-02-04 11:09:32.207704
6.50,6.00,7.00,"Pusat : PETALING, SELANGOR",SAWI HIJAU,KILOGRAM,2023-02-04 11:09:32.212926
.45,.45,.45,"Pusat : PETALING, SELANGOR",TELUR AYAM,BIJI,2023-02-04 11:09:32.217679
.44,.44,.44,"Pusat : PETALING, SELANGOR",TELUR AYAM,BIJI,2023-02-04 11:09:32.221022
.43,.43,.43,"Pusat : PETALING, SELANGOR",TELUR AYAM,BIJI,2023-02-04 11:09:32.225656
2.70,2.60,2.80,"Pusat : PETALING, SELANGOR",TEMBIKAI MERAH,KILOGRAM,2023-02-04 11:09:32.232637
9.50,9.00,10.00,"Pusat : PETALING, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 11:09:32.266139
5.25,5.00,5.50,"Pusat : PETALING, SELANGOR",TIMUN HIJAU,KILOGRAM,2023-02-04 11:09:32.271057
5.00,5.00,5.00,"Pusat : PETALING, SELANGOR",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.285019
3.25,3.00,3.50,"Pusat : PETALING, SELANGOR",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 11:09:32.290005
6.25,6.00,6.50,"Pusat : KUALA TERENGGANU, TERENGGANU",AYAM PROSES STANDARD,KILOGRAM,2023-02-04 11:09:32.293995
2.75,2.50,3.00,"Pusat : KUALA TERENGGANU, TERENGGANU",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 11:09:32.297984
2.75,2.50,3.00,"Pusat : KUALA TERENGGANU, TERENGGANU",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 11:09:32.302971
1.50,1.00,2.00,"Pusat : KUALA TERENGGANU, TERENGGANU",BUNGA KANTAN,TANGKAI,2023-02-04 11:09:32.306959
17.50,17.00,18.00,"Pusat : KUALA TERENGGANU, TERENGGANU",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 11:09:32.314940
14.50,14.00,15.00,"Pusat : KUALA TERENGGANU, TERENGGANU",CILI MERAH MINYAK,KILOGRAM,2023-02-04 11:09:32.318980
13.50,13.00,14.00,"Pusat : KUALA TERENGGANU, TERENGGANU",DAGING IMPORT PEJAL (INDIA) - SILVER SIDE,KILOGRAM,2023-02-04 11:09:32.321919
11.50,11.00,12.00,"Pusat : KUALA TERENGGANU, TERENGGANU",DAUN BAWANG,KILOGRAM,2023-02-04 11:09:32.324912
10.00,10.00,10.00,"Pusat : KUALA TERENGGANU, TERENGGANU",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.328910
9.00,8.00,10.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KACANG BENDI,KILOGRAM,2023-02-04 11:09:32.332891
9.00,8.00,10.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KACANG BUNCIS,KILOGRAM,2023-02-04 11:09:32.335884
7.50,7.00,8.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 11:09:32.338874
6.50,6.00,7.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KANGKUNG,KILOGRAM,2023-02-04 11:09:32.340870
1.75,1.50,2.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KELAPA DIKUPAS,BIJI,2023-02-04 11:09:32.344859
6.50,6.00,7.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KELAPA PARUT,KILOGRAM,2023-02-04 11:09:32.349301
6.50,6.00,7.00,"Pusat : KUALA TERENGGANU, TERENGGANU",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:32.352295
3.25,3.00,3.50,"Pusat : KUALA TERENGGANU, TERENGGANU",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.355285
4.50,4.00,5.00,"Pusat : KUALA TERENGGANU, TERENGGANU",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:32.358276
8.50,8.00,9.00,"Pusat : KUALA TERENGGANU, TERENGGANU",SANTAN BIASA,KILOGRAM,2023-02-04 11:09:32.362271
.49,.48,.50,"Pusat : KUALA TERENGGANU, TERENGGANU",TELUR AYAM,BIJI,2023-02-04 11:09:32.365258
.48,.47,.49,"Pusat : KUALA TERENGGANU, TERENGGANU",TELUR AYAM,BIJI,2023-02-04 11:09:32.368250
.47,.46,.48,"Pusat : KUALA TERENGGANU, TERENGGANU",TELUR AYAM,BIJI,2023-02-04 11:09:32.370251
2.25,2.00,2.50,"Pusat : KUALA TERENGGANU, TERENGGANU",TEMBIKAI MERAH,KILOGRAM,2023-02-04 11:09:32.373236
5.50,5.00,6.00,"Pusat : KUALA TERENGGANU, TERENGGANU",TERUNG PANJANG / PEPARU (TANAH RENDAH),KILOGRAM,2023-02-04 11:09:32.376229
4.25,4.00,4.50,"Pusat : KUALA TERENGGANU, TERENGGANU",TIMUN HIJAU,KILOGRAM,2023-02-04 11:09:32.380218
5.75,5.50,6.00,"Pusat : KUALA TERENGGANU, TERENGGANU",TOMATO (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.383210
2.75,2.50,3.00,"Pusat : KUALA TERENGGANU, TERENGGANU",UBI KENTANG HOLLAND,KILOGRAM,2023-02-04 11:09:32.386203
6.00,6.00,6.00,"Pusat : KOTA KINABALU, SABAH",BAWANG BESAR MERAH (INDIA),KILOGRAM,2023-02-04 11:09:32.389193
6.50,6.00,7.00,"Pusat : KOTA KINABALU, SABAH",BAWANG MERAH / KECIL (INDIA),KILOGRAM,2023-02-04 11:09:32.392185
5.00,5.00,5.00,"Pusat : KOTA KINABALU, SABAH",BAYAM,KILOGRAM,2023-02-04 11:09:32.396179
3.90,3.80,4.00,"Pusat : KOTA KINABALU, SABAH",BELIMBING (B10),KILOGRAM,2023-02-04 11:09:32.399167
9.50,9.00,10.00,"Pusat : KOTA KINABALU, SABAH",CILI HIJAU,KILOGRAM,2023-02-04 11:09:32.402159
14.00,14.00,14.00,"Pusat : KOTA KINABALU, SABAH",CILI MERAH KULAI / KULAI HIBRID,KILOGRAM,2023-02-04 11:09:32.405151
12.00,12.00,12.00,"Pusat : KOTA KINABALU, SABAH",CILI MERAH MINYAK,KILOGRAM,2023-02-04 11:09:32.408143
10.00,10.00,10.00,"Pusat : KOTA KINABALU, SABAH",DAUN BAWANG,KILOGRAM,2023-02-04 11:09:32.411135
10.00,10.00,10.00,"Pusat : KOTA KINABALU, SABAH",DAUN SUP (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.415125
5.75,5.50,6.00,"Pusat : KOTA KINABALU, SABAH",KACANG BENDI,KILOGRAM,2023-02-04 11:09:32.418117
5.65,5.50,5.80,"Pusat : KOTA KINABALU, SABAH",KACANG BUNCIS,KILOGRAM,2023-02-04 11:09:32.421110
4.65,4.50,4.80,"Pusat : KOTA KINABALU, SABAH",KACANG PANJANG HIJAU,KILOGRAM,2023-02-04 11:09:32.424102
5.00,5.00,5.00,"Pusat : KOTA KINABALU, SABAH",KANGKUNG,KILOGRAM,2023-02-04 11:09:32.427095
1.50,1.50,1.50,"Pusat : KOTA KINABALU, SABAH",KELAPA DIKUPAS,BIJI,2023-02-04 11:09:32.430085
3.75,3.50,4.00,"Pusat : KOTA KINABALU, SABAH",KELAPA PARUT,KILOGRAM,2023-02-04 11:09:32.433076
4.25,4.00,4.50,"Pusat : KOTA KINABALU, SABAH",KETOLA / PETOLA SEGI,KILOGRAM,2023-02-04 11:09:32.436068
3.50,3.50,3.50,"Pusat : KOTA KINABALU, SABAH",KUBIS BULAT (TANAH TINGGI),KILOGRAM,2023-02-04 11:09:32.439061
3.40,3.00,3.80,"Pusat : KOTA KINABALU, SABAH",PISANG BERANGAN,KILOGRAM,2023-02-04 11:09:32.441054
