Year,Month,Strata,Main groups,Index Value
2018,JUN,Rural,Alcoholic Beverages and Tobacco,170.3
2018,JUN,Rural,Clothing and Footware,99.5
2018,JUN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",115.0
2018,JUN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",109.3
2018,JUN,Rural,Health,117.6
2018,JUN,Rural,Transport,116.1
2018,JUN,Rural,Communication,96.1
2018,JUN,Rural,Recreation Services and Culture,108.4
2018,JUN,Rural,Education,114.3
2018,JUN,Rural,Restaurants and Hotels,122.8
2018,JUN,Rural,Miscellaneous Goods and Services,111.3
2018,JUL,Rural,Total,118.1
2018,JUL,Rural,Food and Non- Alcoholic Beverages,124.9
2018,JUL,Rural,Alcoholic Beverages and Tobacco,170.4
2018,JUL,Rural,Clothing and Footware,99.3
2018,JUL,Rural,"Housing, Water, Electricity, Gas and Other Fuels",115.5
2018,JUL,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",109.4
2018,JUL,Rural,Health,117.1
2018,JUL,Rural,Transport,116.1
2018,JUL,Rural,Communication,96.1
2018,JUL,Rural,Recreation Services and Culture,108.3
2018,JUL,Rural,Education,114.3
2018,JUL,Rural,Restaurants and Hotels,123.1
2018,JUL,Rural,Miscellaneous Goods and Services,111.3
2018,AUG,Rural,Total,118.3
2018,AUG,Rural,Food and Non- Alcoholic Beverages,125.0
2018,AUG,Rural,Alcoholic Beverages and Tobacco,170.4
2018,AUG,Rural,Clothing and Footware,99.5
2018,AUG,Rural,"Housing, Water, Electricity, Gas and Other Fuels",115.9
2018,AUG,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",109.5
2018,AUG,Rural,Health,117.0
2018,AUG,Rural,Transport,116.1
2018,AUG,Rural,Communication,96.1
2018,AUG,Rural,Recreation Services and Culture,108.5
2018,AUG,Rural,Education,114.3
2018,AUG,Rural,Restaurants and Hotels,122.8
2018,AUG,Rural,Miscellaneous Goods and Services,111.1
2018,SEP,Rural,Total,118.5
2018,SEP,Rural,Food and Non- Alcoholic Beverages,124.8
2018,SEP,Rural,Alcoholic Beverages and Tobacco,170.4
2018,SEP,Rural,Clothing and Footware,99.5
2018,SEP,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.1
2018,SEP,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",110.5
2018,SEP,Rural,Health,117.1
2018,SEP,Rural,Transport,116.4
2018,SEP,Rural,Communication,97.3
2018,SEP,Rural,Recreation Services and Culture,110.9
2018,SEP,Rural,Education,114.3
2018,SEP,Rural,Restaurants and Hotels,123.0
2018,SEP,Rural,Miscellaneous Goods and Services,111.2
2018,OCT,Rural,Total,118.6
2018,OCT,Rural,Food and Non- Alcoholic Beverages,125.0
2018,OCT,Rural,Alcoholic Beverages and Tobacco,170.4
2018,OCT,Rural,Clothing and Footware,99.4
2018,OCT,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.1
2018,OCT,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",110.8
2018,OCT,Rural,Health,117.3
2018,OCT,Rural,Transport,116.6
2018,OCT,Rural,Communication,97.2
2018,OCT,Rural,Recreation Services and Culture,111.0
2018,OCT,Rural,Education,114.3
2018,OCT,Rural,Restaurants and Hotels,123.3
2018,OCT,Rural,Miscellaneous Goods and Services,111.3
2018,NOV,Rural,Total,118.8
2018,NOV,Rural,Food and Non- Alcoholic Beverages,125.1
2018,NOV,Rural,Alcoholic Beverages and Tobacco,173.9
2018,NOV,Rural,Clothing and Footware,99.4
2018,NOV,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.7
2018,NOV,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",110.8
2018,NOV,Rural,Health,117.3
2018,NOV,Rural,Transport,116.6
2018,NOV,Rural,Communication,97.2
2018,NOV,Rural,Recreation Services and Culture,110.9
2018,NOV,Rural,Education,114.4
2018,NOV,Rural,Restaurants and Hotels,123.4
2018,NOV,Rural,Miscellaneous Goods and Services,111.6
2018,DEC,Rural,Total,119.0
2018,DEC,Rural,Food and Non- Alcoholic Beverages,125.6
2018,DEC,Rural,Alcoholic Beverages and Tobacco,174.0
2018,DEC,Rural,Clothing and Footware,99.4
2018,DEC,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.7
2018,DEC,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",110.9
2018,DEC,Rural,Health,117.4
2018,DEC,Rural,Transport,116.4
2018,DEC,Rural,Communication,97.2
2018,DEC,Rural,Recreation Services and Culture,111.0
2018,DEC,Rural,Education,113.9
2018,DEC,Rural,Restaurants and Hotels,123.6
2018,DEC,Rural,Miscellaneous Goods and Services,111.7
2019,JAN,Urban,Total,120.9
2019,JAN,Urban,Food and Non- Alcoholic Beverages,134.9
2019,JAN,Urban,Alcoholic Beverages and Tobacco,165.2
2019,JAN,Urban,Clothing and Footware,93.3
2019,JAN,Urban,"Housing, Water, Electricity, Gas and Other Fuels",120.9
2019,JAN,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",116.7
2019,JAN,Urban,Health,122.9
2019,JAN,Urban,Transport,111.0
2019,JAN,Urban,Communication,95.8
2019,JAN,Urban,Recreation Services and Culture,111.4
2019,JAN,Urban,Education,119.5
2019,JAN,Urban,Restaurants and Hotels,132.7
2019,JAN,Urban,Miscellaneous Goods and Services,111.8
2019,FEB,Urban,Total,121.3
2019,FEB,Urban,Food and Non- Alcoholic Beverages,135.2
2019,FEB,Urban,Alcoholic Beverages and Tobacco,165.2
2019,FEB,Urban,Clothing and Footware,93.1
2019,FEB,Urban,"Housing, Water, Electricity, Gas and Other Fuels",121.5
2019,FEB,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",117.0
2019,FEB,Urban,Health,123.1
2019,FEB,Urban,Transport,111.6
2019,FEB,Urban,Communication,95.8
2019,FEB,Urban,Recreation Services and Culture,111.6
2019,FEB,Urban,Education,120.0
2019,FEB,Urban,Restaurants and Hotels,132.9
2019,FEB,Urban,Miscellaneous Goods and Services,111.7
2019,MAR,Urban,Total,121.6
2019,MAR,Urban,Food and Non- Alcoholic Beverages,134.6
2019,MAR,Urban,Alcoholic Beverages and Tobacco,165.3
2019,MAR,Urban,Clothing and Footware,93.2
2019,MAR,Urban,"Housing, Water, Electricity, Gas and Other Fuels",121.5
2019,MAR,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",117.3
2019,MAR,Urban,Health,123.4
2019,MAR,Urban,Transport,114.5
2019,MAR,Urban,Communication,95.8
2019,MAR,Urban,Recreation Services and Culture,111.5
2019,MAR,Urban,Education,120.1
2019,MAR,Urban,Restaurants and Hotels,132.9
2019,MAR,Urban,Miscellaneous Goods and Services,112.0
2019,APR,Urban,Total,121.7
2019,APR,Urban,Food and Non- Alcoholic Beverages,134.4
2019,APR,Urban,Alcoholic Beverages and Tobacco,165.5
2019,APR,Urban,Clothing and Footware,93.2
2019,APR,Urban,"Housing, Water, Electricity, Gas and Other Fuels",121.5
2019,APR,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",117.4
2019,APR,Urban,Health,123.6
2019,APR,Urban,Transport,115.1
2019,APR,Urban,Communication,95.8
2019,APR,Urban,Recreation Services and Culture,111.5
2019,APR,Urban,Education,120.1
2019,APR,Urban,Restaurants and Hotels,133.1
2019,APR,Urban,Miscellaneous Goods and Services,112.1
2019,MAY,Urban,Total,121.8
2019,MAY,Urban,Food and Non- Alcoholic Beverages,134.7
2019,MAY,Urban,Alcoholic Beverages and Tobacco,165.6
2019,MAY,Urban,Clothing and Footware,93.0
2019,MAY,Urban,"Housing, Water, Electricity, Gas and Other Fuels",121.8
2019,MAY,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",117.7
2019,MAY,Urban,Health,123.6
2019,MAY,Urban,Transport,115.2
2019,MAY,Urban,Communication,95.8
2019,MAY,Urban,Recreation Services and Culture,111.5
2019,MAY,Urban,Education,120.1
2019,MAY,Urban,Restaurants and Hotels,133.0
2019,MAY,Urban,Miscellaneous Goods and Services,112.2
2019,JUN,Urban,Total,121.9
2019,JUN,Urban,Food and Non- Alcoholic Beverages,134.8
2019,JUN,Urban,Alcoholic Beverages and Tobacco,165.7
2019,JUN,Urban,Clothing and Footware,92.9
2019,JUN,Urban,"Housing, Water, Electricity, Gas and Other Fuels",121.8
2019,JUN,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",117.8
2019,JUN,Urban,Health,123.8
2019,JUN,Urban,Transport,114.8
2019,JUN,Urban,Communication,95.8
2019,JUN,Urban,Recreation Services and Culture,111.5
2019,JUN,Urban,Education,120.2
2019,JUN,Urban,Restaurants and Hotels,133.2
2019,JUN,Urban,Miscellaneous Goods and Services,112.5
2019,JUL,Urban,Total,122.0
2019,JUL,Urban,Food and Non- Alcoholic Beverages,135.2
2019,JUL,Urban,Alcoholic Beverages and Tobacco,165.7
2019,JUL,Urban,Clothing and Footware,92.5
2019,JUL,Urban,"Housing, Water, Electricity, Gas and Other Fuels",121.8
2019,JUL,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.1
2019,JUL,Urban,Health,123.9
2019,JUL,Urban,Transport,115.0
2019,JUL,Urban,Communication,95.8
2019,JUL,Urban,Recreation Services and Culture,111.5
2019,JUL,Urban,Education,120.2
2019,JUL,Urban,Restaurants and Hotels,133.3
2019,JUL,Urban,Miscellaneous Goods and Services,112.9
2019,AUG,Urban,Total,122.3
2019,AUG,Urban,Food and Non- Alcoholic Beverages,135.5
2019,AUG,Urban,Alcoholic Beverages and Tobacco,165.8
2019,AUG,Urban,Clothing and Footware,92.4
2019,AUG,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.5
2019,AUG,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.1
2019,AUG,Urban,Health,124.1
2019,AUG,Urban,Transport,114.9
2019,AUG,Urban,Communication,95.8
2019,AUG,Urban,Recreation Services and Culture,111.5
2019,AUG,Urban,Education,120.4
2019,AUG,Urban,Restaurants and Hotels,133.6
2019,AUG,Urban,Miscellaneous Goods and Services,113.6
2019,SEP,Urban,Total,122.4
2019,SEP,Urban,Food and Non- Alcoholic Beverages,135.3
2019,SEP,Urban,Alcoholic Beverages and Tobacco,165.7
2019,SEP,Urban,Clothing and Footware,92.5
2019,SEP,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.5
2019,SEP,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.0
2019,SEP,Urban,Health,124.0
2019,SEP,Urban,Transport,115.0
2019,SEP,Urban,Communication,95.8
2019,SEP,Urban,Recreation Services and Culture,112.1
2019,SEP,Urban,Education,121.0
2019,SEP,Urban,Restaurants and Hotels,133.9
2019,SEP,Urban,Miscellaneous Goods and Services,113.9
2019,OCT,Urban,Total,122.5
2019,OCT,Urban,Food and Non- Alcoholic Beverages,135.4
2019,OCT,Urban,Alcoholic Beverages and Tobacco,165.7
2019,OCT,Urban,Clothing and Footware,92.2
2019,OCT,Urban,"Housing, Water, Electricity, Gas and Other Fuels",122.5
2019,OCT,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.0
2019,OCT,Urban,Health,124.1
2019,OCT,Urban,Transport,115.2
2019,OCT,Urban,Communication,97.3
2019,OCT,Urban,Recreation Services and Culture,112.2
2019,OCT,Urban,Education,121.1
2019,OCT,Urban,Restaurants and Hotels,133.8
2019,OCT,Urban,Miscellaneous Goods and Services,113.7
2019,NOV,Urban,Total,122.7
2019,NOV,Urban,Food and Non- Alcoholic Beverages,135.5
2019,NOV,Urban,Alcoholic Beverages and Tobacco,165.8
2019,NOV,Urban,Clothing and Footware,92.2
2019,NOV,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.0
2019,NOV,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.1
2019,NOV,Urban,Health,124.2
2019,NOV,Urban,Transport,115.2
2019,NOV,Urban,Communication,97.3
2019,NOV,Urban,Recreation Services and Culture,112.2
2019,NOV,Urban,Education,121.1
2019,NOV,Urban,Restaurants and Hotels,133.9
2019,NOV,Urban,Miscellaneous Goods and Services,114.2
2019,DEC,Urban,Total,122.8
2019,DEC,Urban,Food and Non- Alcoholic Beverages,136.0
2019,DEC,Urban,Alcoholic Beverages and Tobacco,165.6
2019,DEC,Urban,Clothing and Footware,92.1
2019,DEC,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.1
2019,DEC,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.2
2019,DEC,Urban,Health,124.3
2019,DEC,Urban,Transport,115.3
2019,DEC,Urban,Communication,97.3
2019,DEC,Urban,Recreation Services and Culture,112.1
2019,DEC,Urban,Education,121.1
2019,DEC,Urban,Restaurants and Hotels,134.1
2019,DEC,Urban,Miscellaneous Goods and Services,114.1
2019,JAN,Rural,Total,118.4
2019,JAN,Rural,Food and Non- Alcoholic Beverages,126.6
2019,JAN,Rural,Alcoholic Beverages and Tobacco,174.0
2019,JAN,Rural,Clothing and Footware,99.5
2019,JAN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",116.7
2019,JAN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",110.9
2019,JAN,Rural,Health,117.7
2019,JAN,Rural,Transport,109.6
2019,JAN,Rural,Communication,97.2
2019,JAN,Rural,Recreation Services and Culture,111.0
2019,JAN,Rural,Education,114.3
2019,JAN,Rural,Restaurants and Hotels,123.7
2019,JAN,Rural,Miscellaneous Goods and Services,112.2
2019,FEB,Rural,Total,118.5
2019,FEB,Rural,Food and Non- Alcoholic Beverages,126.5
2019,FEB,Rural,Alcoholic Beverages and Tobacco,174.0
2019,FEB,Rural,Clothing and Footware,99.6
2019,FEB,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.0
2019,FEB,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.1
2019,FEB,Rural,Health,117.9
2019,FEB,Rural,Transport,110.1
2019,FEB,Rural,Communication,97.2
2019,FEB,Rural,Recreation Services and Culture,111.2
2019,FEB,Rural,Education,114.8
2019,FEB,Rural,Restaurants and Hotels,123.9
2019,FEB,Rural,Miscellaneous Goods and Services,112.4
2019,MAR,Rural,Total,118.8
2019,MAR,Rural,Food and Non- Alcoholic Beverages,125.8
2019,MAR,Rural,Alcoholic Beverages and Tobacco,174.0
2019,MAR,Rural,Clothing and Footware,99.6
2019,MAR,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.1
2019,MAR,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.3
2019,MAR,Rural,Health,118.0
2019,MAR,Rural,Transport,113.0
2019,MAR,Rural,Communication,97.2
2019,MAR,Rural,Recreation Services and Culture,111.2
2019,MAR,Rural,Education,114.9
2019,MAR,Rural,Restaurants and Hotels,124.1
2019,MAR,Rural,Miscellaneous Goods and Services,112.6
2019,APR,Rural,Total,118.7
2019,APR,Rural,Food and Non- Alcoholic Beverages,125.5
2019,APR,Rural,Alcoholic Beverages and Tobacco,174.0
2019,APR,Rural,Clothing and Footware,99.6
2019,APR,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.1
2019,APR,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.3
2019,APR,Rural,Health,118.2
2019,APR,Rural,Transport,113.2
2019,APR,Rural,Communication,97.2
2019,APR,Rural,Recreation Services and Culture,111.3
2019,APR,Rural,Education,114.9
2019,APR,Rural,Restaurants and Hotels,124.2
2019,APR,Rural,Miscellaneous Goods and Services,112.7
2019,MAY,Rural,Total,119.1
2019,MAY,Rural,Food and Non- Alcoholic Beverages,126.3
2019,MAY,Rural,Alcoholic Beverages and Tobacco,174.0
2019,MAY,Rural,Clothing and Footware,99.5
2019,MAY,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.7
2019,MAY,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.6
2019,MAY,Rural,Health,118.3
2019,MAY,Rural,Transport,113.2
2019,MAY,Rural,Communication,97.2
2019,MAY,Rural,Recreation Services and Culture,111.3
2019,MAY,Rural,Education,114.9
2019,MAY,Rural,Restaurants and Hotels,124.1
2019,MAY,Rural,Miscellaneous Goods and Services,112.8
2019,JUN,Rural,Total,119.1
2019,JUN,Rural,Food and Non- Alcoholic Beverages,126.2
2019,JUN,Rural,Alcoholic Beverages and Tobacco,174.4
2019,JUN,Rural,Clothing and Footware,99.3
2019,JUN,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.7
2019,JUN,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.7
2019,JUN,Rural,Health,118.4
2019,JUN,Rural,Transport,113.0
2019,JUN,Rural,Communication,97.2
2019,JUN,Rural,Recreation Services and Culture,111.3
2019,JUN,Rural,Education,115.0
2019,JUN,Rural,Restaurants and Hotels,124.3
2019,JUN,Rural,Miscellaneous Goods and Services,113.0
2019,JUL,Rural,Total,119.2
2019,JUL,Rural,Food and Non- Alcoholic Beverages,126.5
2019,JUL,Rural,Alcoholic Beverages and Tobacco,174.5
2019,JUL,Rural,Clothing and Footware,99.3
2019,JUL,Rural,"Housing, Water, Electricity, Gas and Other Fuels",117.8
2019,JUL,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.7
2019,JUL,Rural,Health,118.5
2019,JUL,Rural,Transport,113.1
2019,JUL,Rural,Communication,97.2
2019,JUL,Rural,Recreation Services and Culture,111.2
2019,JUL,Rural,Education,114.9
2019,JUL,Rural,Restaurants and Hotels,124.3
2019,JUL,Rural,Miscellaneous Goods and Services,113.2
2019,AUG,Rural,Total,119.4
2019,AUG,Rural,Food and Non- Alcoholic Beverages,126.8
2019,AUG,Rural,Alcoholic Beverages and Tobacco,174.5
2019,AUG,Rural,Clothing and Footware,99.3
2019,AUG,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.0
2019,AUG,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.7
2019,AUG,Rural,Health,118.6
2019,AUG,Rural,Transport,113.0
2019,AUG,Rural,Communication,97.2
2019,AUG,Rural,Recreation Services and Culture,111.0
2019,AUG,Rural,Education,115.0
2019,AUG,Rural,Restaurants and Hotels,124.4
2019,AUG,Rural,Miscellaneous Goods and Services,113.7
2019,SEP,Rural,Total,119.4
2019,SEP,Rural,Food and Non- Alcoholic Beverages,126.4
2019,SEP,Rural,Alcoholic Beverages and Tobacco,174.5
2019,SEP,Rural,Clothing and Footware,99.2
2019,SEP,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.1
2019,SEP,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.7
2019,SEP,Rural,Health,118.7
2019,SEP,Rural,Transport,113.3
2019,SEP,Rural,Communication,97.2
2019,SEP,Rural,Recreation Services and Culture,112.2
2019,SEP,Rural,Education,115.0
2019,SEP,Rural,Restaurants and Hotels,124.4
2019,SEP,Rural,Miscellaneous Goods and Services,113.9
2019,OCT,Rural,Total,119.5
2019,OCT,Rural,Food and Non- Alcoholic Beverages,126.5
2019,OCT,Rural,Alcoholic Beverages and Tobacco,174.5
2019,OCT,Rural,Clothing and Footware,99.2
2019,OCT,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.1
2019,OCT,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.6
2019,OCT,Rural,Health,118.8
2019,OCT,Rural,Transport,113.4
2019,OCT,Rural,Communication,98.6
2019,OCT,Rural,Recreation Services and Culture,112.1
2019,OCT,Rural,Education,115.1
2019,OCT,Rural,Restaurants and Hotels,124.7
2019,OCT,Rural,Miscellaneous Goods and Services,113.9
2019,NOV,Rural,Total,119.5
2019,NOV,Rural,Food and Non- Alcoholic Beverages,126.4
2019,NOV,Rural,Alcoholic Beverages and Tobacco,174.6
2019,NOV,Rural,Clothing and Footware,99.2
2019,NOV,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.1
2019,NOV,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.7
2019,NOV,Rural,Health,119.2
2019,NOV,Rural,Transport,113.4
2019,NOV,Rural,Communication,98.6
2019,NOV,Rural,Recreation Services and Culture,112.2
2019,NOV,Rural,Education,115.1
2019,NOV,Rural,Restaurants and Hotels,124.8
2019,NOV,Rural,Miscellaneous Goods and Services,114.4
2019,DEC,Rural,Total,119.7
2019,DEC,Rural,Food and Non- Alcoholic Beverages,126.9
2019,DEC,Rural,Alcoholic Beverages and Tobacco,174.3
2019,DEC,Rural,Clothing and Footware,99.1
2019,DEC,Rural,"Housing, Water, Electricity, Gas and Other Fuels",118.1
2019,DEC,Rural,"Furnishings, Households Equipment and Routine Household Maintenance",111.7
2019,DEC,Rural,Health,118.9
2019,DEC,Rural,Transport,113.4
2019,DEC,Rural,Communication,98.6
2019,DEC,Rural,Recreation Services and Culture,112.3
2019,DEC,Rural,Education,115.1
2019,DEC,Rural,Restaurants and Hotels,125.1
2019,DEC,Rural,Miscellaneous Goods and Services,114.4
2020,JAN,Urban,Total,123.0
2020,JAN,Urban,Food and Non- Alcoholic Beverages,136.3
2020,JAN,Urban,Alcoholic Beverages and Tobacco,165.5
2020,JAN,Urban,Clothing and Footware,92.0
2020,JAN,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.1
2020,JAN,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.2
2020,JAN,Urban,Health,124.6
2020,JAN,Urban,Transport,115.4
2020,JAN,Urban,Communication,97.3
2020,JAN,Urban,Recreation Services and Culture,112.3
2020,JAN,Urban,Education,121.5
2020,JAN,Urban,Restaurants and Hotels,134.2
2020,JAN,Urban,Miscellaneous Goods and Services,114.6
2020,FEB,Urban,Total,122.9
2020,FEB,Urban,Food and Non- Alcoholic Beverages,136.4
2020,FEB,Urban,Alcoholic Beverages and Tobacco,165.6
2020,FEB,Urban,Clothing and Footware,92.1
2020,FEB,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.5
2020,FEB,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.3
2020,FEB,Urban,Health,124.7
2020,FEB,Urban,Transport,114.2
2020,FEB,Urban,Communication,97.3
2020,FEB,Urban,Recreation Services and Culture,112.3
2020,FEB,Urban,Education,121.7
2020,FEB,Urban,Restaurants and Hotels,134.4
2020,FEB,Urban,Miscellaneous Goods and Services,114.6
2020,MAR,Urban,Total,121.5
2020,MAR,Urban,Food and Non- Alcoholic Beverages,136.2
2020,MAR,Urban,Alcoholic Beverages and Tobacco,165.8
2020,MAR,Urban,Clothing and Footware,92.0
2020,MAR,Urban,"Housing, Water, Electricity, Gas and Other Fuels",123.5
2020,MAR,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.3
2020,MAR,Urban,Health,125.0
2020,MAR,Urban,Transport,104.5
2020,MAR,Urban,Communication,97.3
2020,MAR,Urban,Recreation Services and Culture,112.2
2020,MAR,Urban,Education,121.7
2020,MAR,Urban,Restaurants and Hotels,134.1
2020,MAR,Urban,Miscellaneous Goods and Services,115.0
2020,APR,Urban,Total,118.2
2020,APR,Urban,Food and Non- Alcoholic Beverages,136.1
2020,APR,Urban,Alcoholic Beverages and Tobacco,165.8
2020,APR,Urban,Clothing and Footware,92.0
2020,APR,Urban,"Housing, Water, Electricity, Gas and Other Fuels",118.9
2020,APR,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",117.8
2020,APR,Urban,Health,125.0
2020,APR,Urban,Transport,90.6
2020,APR,Urban,Communication,97.3
2020,APR,Urban,Recreation Services and Culture,112.2
2020,APR,Urban,Education,121.6
2020,APR,Urban,Restaurants and Hotels,134.1
2020,APR,Urban,Miscellaneous Goods and Services,114.9
2020,MAY,Urban,Total,118.5
2020,MAY,Urban,Food and Non- Alcoholic Beverages,136.5
2020,MAY,Urban,Alcoholic Beverages and Tobacco,165.9
2020,MAY,Urban,Clothing and Footware,92.0
2020,MAY,Urban,"Housing, Water, Electricity, Gas and Other Fuels",118.8
2020,MAY,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",117.6
2020,MAY,Urban,Health,124.9
2020,MAY,Urban,Transport,91.5
2020,MAY,Urban,Communication,97.3
2020,MAY,Urban,Recreation Services and Culture,112.2
2020,MAY,Urban,Education,121.5
2020,MAY,Urban,Restaurants and Hotels,134.2
2020,MAY,Urban,Miscellaneous Goods and Services,115.4
2020,JUN,Urban,Total,119.7
2020,JUN,Urban,Food and Non- Alcoholic Beverages,137.1
2020,JUN,Urban,Alcoholic Beverages and Tobacco,166.0
2020,JUN,Urban,Clothing and Footware,91.8
2020,JUN,Urban,"Housing, Water, Electricity, Gas and Other Fuels",118.8
2020,JUN,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",117.7
2020,JUN,Urban,Health,125.1
2020,JUN,Urban,Transport,98.6
2020,JUN,Urban,Communication,97.3
2020,JUN,Urban,Recreation Services and Culture,112.1
2020,JUN,Urban,Education,121.3
2020,JUN,Urban,Restaurants and Hotels,133.6
2020,JUN,Urban,Miscellaneous Goods and Services,116.0
2020,JUL,Urban,Total,120.5
2020,JUL,Urban,Food and Non- Alcoholic Beverages,137.2
2020,JUL,Urban,Alcoholic Beverages and Tobacco,166.3
2020,JUL,Urban,Clothing and Footware,91.9
2020,JUL,Urban,"Housing, Water, Electricity, Gas and Other Fuels",118.8
2020,JUL,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.0
2020,JUL,Urban,Health,125.1
2020,JUL,Urban,Transport,103.3
2020,JUL,Urban,Communication,97.3
2020,JUL,Urban,Recreation Services and Culture,112.1
2020,JUL,Urban,Education,121.8
2020,JUL,Urban,Restaurants and Hotels,133.5
2020,JUL,Urban,Miscellaneous Goods and Services,116.3
2020,AUG,Urban,Total,120.7
2020,AUG,Urban,Food and Non- Alcoholic Beverages,137.5
2020,AUG,Urban,Alcoholic Beverages and Tobacco,166.5
2020,AUG,Urban,Clothing and Footware,91.9
2020,AUG,Urban,"Housing, Water, Electricity, Gas and Other Fuels",119.0
2020,AUG,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.0
2020,AUG,Urban,Health,125.2
2020,AUG,Urban,Transport,103.9
2020,AUG,Urban,Communication,97.3
2020,AUG,Urban,Recreation Services and Culture,112.1
2020,AUG,Urban,Education,121.8
2020,AUG,Urban,Restaurants and Hotels,133.6
2020,AUG,Urban,Miscellaneous Goods and Services,117.1
2020,SEP,Urban,Total,120.7
2020,SEP,Urban,Food and Non- Alcoholic Beverages,137.4
2020,SEP,Urban,Alcoholic Beverages and Tobacco,166.6
2020,SEP,Urban,Clothing and Footware,91.8
2020,SEP,Urban,"Housing, Water, Electricity, Gas and Other Fuels",119.0
2020,SEP,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.1
2020,SEP,Urban,Health,125.3
2020,SEP,Urban,Transport,103.9
2020,SEP,Urban,Communication,97.3
2020,SEP,Urban,Recreation Services and Culture,112.2
2020,SEP,Urban,Education,121.8
2020,SEP,Urban,Restaurants and Hotels,133.8
2020,SEP,Urban,Miscellaneous Goods and Services,117.0
2020,OCT,Urban,Total,120.8
2020,OCT,Urban,Food and Non- Alcoholic Beverages,137.6
2020,OCT,Urban,Alcoholic Beverages and Tobacco,166.6
2020,OCT,Urban,Clothing and Footware,91.8
2020,OCT,Urban,"Housing, Water, Electricity, Gas and Other Fuels",119.0
2020,OCT,Urban,"Furnishings, Households Equipment and Routine Household Maintenance",118.1
2020,OCT,Urban,Health,125.4
2020,OCT,Urban,Transport,103.9
2020,OCT,Urban,Communication,97.3
2020,OCT,Urban,Recreation Services and Culture,112.4
2020,OCT,Urban,Education,121.8
2020,OCT,Urban,Restaurants and Hotels,133.9
2020,OCT,Urban,Miscellaneous Goods and Services,116.9
2020,NOV,Urban,Total,120.6
2020,NOV,Urban,Food and Non- Alcoholic Beverages,137.4
2020,NOV,Urban,Alcoholic Beverages and Tobacco,166.7
2020,NOV,Urban,Clothing and Footware,91.8
